STATE,DISTRICT,YEAR,RAPE,CUSTODIAL RAPE,OTHER RAPE,DOWRY DEATHS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,CRUELTY BY HUSBAND OR HIS RELATIVES,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,KIDNAPPING & ABDUCTION,ROBBERY,HURT/GREVIOUS HURT,THEFT,BURGLARY,ARSON,DACOITY,TOTAL IPC CRIMES,RISK_SCORE,RISK_LEVEL,MARKER_COLOR
Madhya Pradesh,Vidisha,24078,1137,0,1137,201,179,823,2537,252,0,561,649,22,209,287,8891,3792,2758,323,37,50039,896.95,HIGH,red
Maharashtra,Ahmednagar,24078,653,0,653,91,354,5571,1278,28,0,1210,815,28,514,1543,8397,14405,5248,505,477,71762,1690.3400000000001,HIGH,red
Maharashtra,Akola,24078,299,0,299,74,281,1768,1109,357,0,588,576,21,312,658,9586,10762,3351,421,113,49341,1031.37,HIGH,red
Maharashtra,Amravati Commr.,24078,236,0,236,36,192,909,488,233,0,292,326,20,225,505,4873,9697,2850,158,49,32826,755.57,MEDIUM,orange
Maharashtra,Amravati Rural,24078,642,0,642,63,258,1501,1565,394,0,774,411,33,278,362,10291,10746,3294,715,104,47756,1113.8899999999999,HIGH,red
Maharashtra,Aurangabad Commr.,24078,224,0,224,66,225,1541,544,236,0,418,509,10,302,998,4891,9008,3181,148,156,36372,824.22,MEDIUM,orange
Maharashtra,Aurangabad Rural,24078,191,0,191,328,88,2931,690,148,0,640,342,21,138,455,8854,4738,1973,436,178,35481,778.6800000000001,MEDIUM,orange
Maharashtra,Beed,24078,322,0,322,112,259,3542,995,129,0,832,643,33,419,914,11603,7119,3577,563,391,49141,1082.1,HIGH,red
Maharashtra,Bhandara,24078,338,0,338,36,121,786,629,320,0,343,147,34,146,198,4368,5526,2315,420,28,28350,574.8399999999999,MEDIUM,orange
Maharashtra,Buldhana,24078,381,0,381,320,223,2422,1442,406,0,635,535,25,269,415,9240,8596,2541,795,170,47189,1031.94,HIGH,red
Maharashtra,Chandrapur,24078,469,0,469,62,219,1617,1246,857,0,613,327,46,262,379,7347,8285,3480,539,80,44498,940.04,HIGH,red
Maharashtra,Dhule,24078,178,0,178,66,114,2080,361,96,0,538,363,17,122,290,4450,4158,1675,143,247,29150,570.2,MEDIUM,orange
Maharashtra,Gadchiroli,24078,245,0,245,14,95,510,495,100,0,694,482,33,116,123,2787,1606,1161,559,104,14864,341.8,MEDIUM,orange
Maharashtra,Gondia,24078,348,0,348,35,197,668,965,246,0,432,207,17,210,207,4249,4000,2278,291,67,23714,534.0999999999999,MEDIUM,orange
Maharashtra,Hingoli,24078,175,0,175,40,101,1223,465,70,0,430,296,12,127,391,5277,2200,1136,302,83,20606,409.21000000000004,MEDIUM,orange
Maharashtra,Jalgaon,24078,485,0,485,115,266,4273,1233,404,0,1007,636,27,338,566,8827,8571,2925,251,272,55702,1200.8200000000002,HIGH,red
Maharashtra,Jalna,24078,193,0,193,271,133,3092,687,109,0,594,417,17,182,623,6936,4531,2254,325,166,33162,772.21,MEDIUM,orange
Maharashtra,Kolhapur,24078,348,0,348,245,196,1273,675,178,0,719,495,29,301,444,6311,8448,3294,208,167,44545,856.9,HIGH,red
Maharashtra,Latur,24078,231,0,231,387,300,1738,701,25,0,718,442,15,302,500,10297,4627,2456,401,137,40706,756.51,MEDIUM,orange
Maharashtra,Mumbai,10015,776,0,776,66,393,1195,1516,305,0,1254,712,33,793,1600,18382,54936,14163,38,213,141815,3375.96,HIGH,red
Maharashtra,Mumbai Commr.,14063,1386,0,1386,106,904,2736,3200,971,1,1542,1063,33,1334,3209,28353,85365,19916,218,226,222670,5371.870000000001,HIGH,red
Maharashtra,Mumbai Rly.,24078,31,0,31,3,31,0,136,29,0,97,46,11,56,824,489,21604,36,0,21,25194,915.0,HIGH,red
Maharashtra,Nagpur Commr.,24078,566,0,566,74,476,2320,849,591,0,1175,756,55,646,2963,10923,27488,12414,240,198,104410,2202.2200000000003,HIGH,red
Maharashtra,Nagpur Rly.,24078,11,0,11,3,16,4,72,19,0,79,33,2,20,299,286,11204,22,8,78,13825,474.39000000000004,MEDIUM,orange
Maharashtra,Nagpur Rural,24078,556,0,556,82,227,1019,1154,671,0,909,393,49,282,592,8576,11154,3462,634,98,54011,1058.5,HIGH,red
Maharashtra,Nanded,24078,396,0,396,289,348,3202,962,86,0,992,918,42,455,907,15343,6291,4347,743,278,62476,1150.4,HIGH,red
Maharashtra,Nandurbar,24078,221,0,221,17,92,996,347,81,0,427,188,8,110,126,3071,2057,865,65,88,16043,340.74,MEDIUM,orange
Maharashtra,Nasik Commr.,24078,202,0,202,37,173,1502,398,155,0,385,262,20,250,804,2933,13538,5186,141,155,40123,1001.9499999999999,HIGH,red
Maharashtra,Nasik Rural,24078,544,0,544,94,212,4013,1054,435,0,1078,586,28,305,549,9786,6645,2891,295,326,57106,1110.6399999999999,HIGH,red
Maharashtra,Navi Mumbai,24078,260,0,260,54,120,818,449,194,0,638,302,17,243,1673,4972,16686,5493,64,200,51475,1148.67,HIGH,red
Maharashtra,Osmanabad,24078,308,0,308,23,155,1712,752,106,0,547,276,15,211,344,7922,4366,2248,301,216,34476,652.87,MEDIUM,orange
Maharashtra,Parbhani,24078,240,0,240,80,141,2103,680,73,0,587,483,16,246,636,11617,3791,2481,343,197,31594,709.58,MEDIUM,orange
Maharashtra,Pune Commr.,24078,846,0,846,57,774,2493,1060,1052,1,1317,1123,57,1087,3667,13740,48898,13165,224,309,139973,3292.69,HIGH,red
Maharashtra,Pune Rly.,24078,10,1,9,1,6,0,18,3,0,31,11,4,12,110,68,3600,3,1,46,4474,154.27,LOW,green
Maharashtra,Pune Rural,24078,676,0,676,129,326,2195,1125,255,0,1619,704,111,492,1250,8220,14253,5825,344,417,74163,1447.73,HIGH,red
Maharashtra,Raigad,24078,253,0,253,56,80,608,467,120,0,536,258,13,124,289,3186,3963,1902,111,208,26251,451.32000000000005,MEDIUM,orange
Maharashtra,Ratnagiri,24078,240,0,240,9,70,542,417,235,0,225,100,17,101,168,2312,2700,1737,243,50,17421,346.14000000000004,MEDIUM,orange
Maharashtra,Sangli,24078,429,0,429,107,148,1103,627,120,0,815,335,28,275,316,4969,6439,2573,343,117,33509,718.1400000000001,MEDIUM,orange
Maharashtra,Satara,24078,370,1,369,73,234,2161,751,146,0,728,394,46,327,898,5545,9795,4140,307,279,48700,1000.6199999999999,HIGH,red
Maharashtra,Sindhudurg,24078,98,0,98,10,42,105,198,120,0,154,69,15,60,93,1586,1341,1128,148,25,9731,172.12,LOW,green
Maharashtra,Solapur Commr.,24078,229,0,229,22,123,776,222,69,0,257,254,12,181,536,2182,4609,2091,67,142,20306,456.14,MEDIUM,orange
Maharashtra,Solapur Rural,24078,589,0,589,69,279,1758,825,194,0,1081,558,56,393,663,7873,6617,2797,406,269,46732,909.44,HIGH,red
Maharashtra,Thane Commr.,24078,808,0,808,90,679,3408,1534,444,0,1384,879,35,1046,2539,17026,28029,13137,214,318,100617,2523.98,HIGH,red
Maharashtra,Thane Rural,24078,725,0,725,86,293,1344,1334,366,0,1688,570,110,512,1667,9068,10368,6989,326,476,61234,1291.87,HIGH,red
Maharashtra,Wardha,24078,410,0,410,34,255,1055,1218,391,0,515,346,43,274,449,9289,8058,3003,636,72,45933,861.5200000000001,HIGH,red
Maharashtra,Washim,24078,217,0,217,91,180,1454,765,146,0,359,276,19,205,302,5368,4692,1349,334,87,25088,572.38,MEDIUM,orange
Maharashtra,Yavatmal,24078,631,0,631,126,454,2296,1521,397,0,871,725,76,498,675,12091,11297,3265,541,77,58921,1270.27,HIGH,red
Manipur,Bishnupur,24078,40,0,40,0,86,21,109,0,0,230,400,5,143,3,460,297,69,89,4,3612,80.63,LOW,green
Manipur,Chandel,24078,4,0,4,0,3,0,4,0,0,120,135,0,27,14,99,48,21,46,20,911,20.0,LOW,green
Manipur,Churachandpur,24078,29,0,29,0,11,2,12,0,0,285,156,5,67,0,47,187,57,19,0,1553,44.449999999999996,LOW,green
Manipur,Cid,10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,LOW,green
Manipur,Imphal East,14063,47,0,47,0,187,32,65,0,0,177,534,3,278,5,390,608,65,113,0,4176,110.57,LOW,green
Manipur,Imphal West,14063,81,0,81,2,264,52,118,1,0,232,933,7,431,13,678,2082,187,120,2,8507,221.59,LOW,green
Manipur,Imphal(East),10015,25,0,25,0,73,2,18,0,0,140,168,6,107,4,249,169,41,60,2,2176,45.22,LOW,green
Manipur,Imphal(West),10015,34,0,34,0,151,12,101,0,0,181,254,5,212,8,507,694,173,163,4,5146,99.72,LOW,green
Manipur,Senapati,24078,7,0,7,0,9,0,2,0,0,135,150,3,99,15,39,160,28,95,11,1720,30.63,LOW,green
Manipur,Tamenglong,24078,2,0,2,0,1,0,1,0,0,51,33,0,22,2,25,53,1,45,0,463,9.19,LOW,green
Manipur,Thoubal,24078,113,0,113,0,267,97,72,2,0,344,682,7,400,12,905,462,91,126,3,6039,160.15999999999997,LOW,green
Manipur,Ukhrul,24078,5,0,5,0,5,1,2,0,0,60,91,1,25,7,34,74,22,76,2,760,15.690000000000001,LOW,green
Meghalaya,Garo Hills East,24078,29,0,29,0,8,0,28,1,0,134,120,10,78,74,97,354,146,33,118,1771,47.7,LOW,green
Meghalaya,Garo Hills South,24078,21,0,21,0,10,5,10,0,0,72,42,0,48,22,39,194,34,6,35,746,24.519999999999996,LOW,green
Meghalaya,Garo Hills West,24078,92,0,92,2,78,45,151,5,0,206,101,27,187,86,488,981,284,63,116,4303,121.04999999999998,LOW,green
Meghalaya,Jaintia Hills,24078,236,0,236,0,31,0,58,0,0,517,50,5,81,82,408,700,176,71,97,3821,135.72,LOW,green
Meghalaya,Khasi Hills East,24078,347,0,347,13,98,108,180,2,0,431,181,28,244,532,422,2846,1092,190,177,10108,316.13,MEDIUM,orange
Meghalaya,Khasi Hills West,24078,159,0,159,0,12,0,49,0,0,174,81,7,38,83,89,329,123,21,141,1980,75.27000000000001,LOW,green
Meghalaya,Ri-Bhoi,24078,136,0,136,0,27,7,56,0,4,196,26,7,53,93,193,600,33,59,114,2520,82.29,LOW,green
Mizoram,Aizawl,24078,345,0,345,0,1,36,362,2,0,141,127,35,38,52,445,5201,2316,109,8,12686,398.41999999999996,MEDIUM,orange
Mizoram,Champhai,24078,122,0,122,0,1,0,88,0,0,55,24,9,7,5,147,830,517,18,1,2325,86.8,LOW,green
Mizoram,Kolasib,24078,80,0,80,0,1,2,81,1,0,50,16,4,16,9,132,819,321,43,16,2334,71.25,LOW,green
Mizoram,Lawngtlai,24078,40,0,40,2,1,0,32,1,0,42,14,2,6,6,80,416,231,8,4,1635,38.84,LOW,green
Mizoram,Lunglei,24078,104,0,104,0,0,0,107,1,0,39,30,5,10,15,120,1402,673,34,4,3154,110.84000000000002,LOW,green
Mizoram,Mamit,24078,47,1,46,0,0,15,29,0,2,30,17,5,8,21,87,244,191,24,9,948,33.339999999999996,LOW,green
Mizoram,Saiha,24078,33,0,33,2,4,0,64,1,0,25,15,6,8,4,124,552,261,18,2,1961,45.34,LOW,green
Mizoram,Serchhip,24078,55,0,55,0,2,1,53,0,1,21,15,1,3,2,81,339,238,13,1,1103,38.88,LOW,green
Nagaland,Dimapur,24078,63,0,63,0,38,7,50,5,1,323,83,16,225,729,131,1828,466,24,44,5415,156.98000000000002,LOW,green
Nagaland,Kiphire,24078,2,0,2,0,1,0,0,0,0,17,6,2,4,7,1,42,9,0,3,195,4.15,LOW,green
Nagaland,Kohima,24078,63,0,63,0,10,2,17,0,0,224,105,20,66,135,58,716,223,1,30,2710,75.68,LOW,green
Nagaland,Longleng,12057,1,0,1,0,1,0,0,0,0,3,9,2,2,1,3,16,2,0,0,84,1.75,LOW,green
Nagaland,Mokokchung,24078,12,0,12,0,1,0,5,3,0,94,33,19,26,35,64,164,82,15,6,840,22.37,LOW,green
Nagaland,Mon,24078,13,0,13,0,5,0,3,0,0,84,37,11,13,36,65,204,64,5,19,771,22.619999999999997,LOW,green
Nagaland,Peren,24078,7,0,7,0,0,0,6,1,0,50,32,4,7,9,23,75,41,2,1,323,11.240000000000002,LOW,green
Nagaland,Phek,24078,18,0,18,0,1,0,10,0,0,63,49,16,16,26,60,96,57,6,12,603,18.33,LOW,green
Nagaland,Tuensang,24078,10,0,10,0,0,0,3,0,0,55,24,6,9,20,5,90,58,5,1,559,13.049999999999999,LOW,green
Nagaland,Wokha,24078,13,0,13,0,8,0,2,1,0,67,54,2,18,22,78,371,32,12,6,902,28.069999999999997,LOW,green
Nagaland,Zunheboto,24078,18,0,18,0,6,0,0,0,0,58,32,3,6,22,44,200,112,0,3,731,21.92,LOW,green
Odisha,Angul,24078,483,0,483,164,303,686,2049,75,0,598,639,11,337,619,549,3750,1379,215,162,28700,606.23,MEDIUM,orange
Odisha,Balasore,24078,661,0,661,449,643,1666,1600,259,0,459,405,18,724,510,9038,3322,2127,277,149,35784,862.19,HIGH,red
Odisha,Baragarh,24078,285,0,285,101,144,938,932,106,0,383,700,33,166,401,607,1962,898,208,95,17604,397.27,MEDIUM,orange
Odisha,Berhampur,24078,153,0,153,70,119,412,1136,71,0,244,716,15,171,601,1926,2058,1036,122,92,15429,344.46,MEDIUM,orange
Odisha,Bhadrak,24078,459,0,459,233,376,1056,866,148,0,366,383,18,402,214,301,1297,784,196,53,22156,439.8,MEDIUM,orange
Odisha,Bolangir,24078,453,0,453,82,227,533,1635,113,0,413,734,25,287,396,1164,1777,1006,159,73,21339,451.08000000000004,MEDIUM,orange
Odisha,Boudh,24078,89,0,89,19,57,138,516,33,0,145,103,1,67,62,1520,415,262,124,8,5307,124.38,LOW,green
Odisha,Cuttack,24078,422,0,422,409,508,1382,451,60,0,468,816,138,577,1134,1301,5931,2615,232,169,40902,773.28,MEDIUM,orange
Odisha,Dcp Bbsr,10050,202,0,202,95,183,248,274,51,0,205,289,5,244,414,3699,5925,1377,56,60,21234,468.28000000000003,MEDIUM,orange
Odisha,Dcp Ctc,10050,96,0,96,41,132,439,114,12,0,117,96,75,149,300,126,2784,621,17,52,11211,237.60000000000002,LOW,green
Odisha,Deogarh,24078,148,0,148,24,65,162,691,26,0,188,187,2,82,127,2057,377,277,57,66,6364,160.63,LOW,green
Odisha,Dhenkanal,24078,244,0,244,177,226,333,1831,118,0,494,603,3,272,518,806,2001,848,239,100,19155,413.66,MEDIUM,orange
Odisha,Gajapati,24078,103,0,103,15,78,107,425,35,0,166,117,6,94,32,460,346,247,158,18,5035,111.53,LOW,green
Odisha,Ganjam,24078,414,0,414,253,279,345,2671,157,0,831,1558,24,370,633,2997,1892,1509,365,158,24398,615.36,MEDIUM,orange
Odisha,Jagatsinghpur,24078,259,0,259,189,274,570,171,21,0,321,232,27,333,458,1587,1982,929,135,123,17153,340.62,MEDIUM,orange
Odisha,Jajpur,24078,332,0,332,342,427,918,709,68,0,518,314,0,458,500,6818,2734,1287,167,133,24607,560.49,MEDIUM,orange
Odisha,Jharsuguda,24078,170,0,170,33,79,251,568,53,0,237,262,12,102,344,3228,2248,933,105,80,13924,288.44,MEDIUM,orange
Odisha,Kalahandi,24078,436,0,436,81,234,500,744,91,0,330,291,11,253,358,2346,979,717,87,71,15018,344.6,MEDIUM,orange
Odisha,Kandhamal,24078,368,0,368,46,235,483,1022,65,0,308,157,5,265,171,3871,822,644,476,31,11437,341.34000000000003,MEDIUM,orange
Odisha,Kendrapara,24078,307,0,307,351,308,463,178,187,0,439,317,6,335,363,739,1243,926,152,101,15675,340.81,MEDIUM,orange
Odisha,Keonjhar,24078,627,0,627,191,391,656,1777,182,0,993,836,79,438,667,1778,2808,1032,254,161,25987,640.75,MEDIUM,orange
Odisha,Khurda,24078,535,0,535,196,487,1270,706,90,1,516,634,47,595,1381,9204,8442,3896,213,225,46286,991.8,HIGH,red
Odisha,Koraput,24078,544,0,544,48,288,672,1202,195,0,528,435,26,319,316,427,1590,1065,129,150,17674,446.79,MEDIUM,orange
Odisha,Malkangir,24078,167,0,167,24,92,137,335,36,0,461,341,23,105,60,463,496,219,73,105,5325,158.55,LOW,green
Odisha,Mayurbhanj,24078,971,0,971,285,516,1377,2084,123,0,1015,657,16,568,410,1339,2697,1301,192,121,27405,801.4000000000002,MEDIUM,orange
Odisha,Nayagarh,24078,246,0,246,134,241,384,119,34,0,382,369,4,306,284,3734,1394,694,133,69,12732,304.98,MEDIUM,orange
Odisha,Nowrangpur,24078,337,0,337,15,252,296,711,102,0,302,239,13,270,138,797,788,539,79,58,9909,262.88,LOW,green
Odisha,Nuapada,24078,116,0,116,25,90,201,473,61,0,161,96,6,122,120,505,700,310,70,29,8234,144.07999999999998,LOW,green
Odisha,Puri,24078,401,0,401,277,323,724,228,38,0,492,973,3,404,994,1020,3751,1954,184,113,32735,552.46,MEDIUM,orange
Odisha,Rayagada,24078,275,0,275,43,159,348,765,44,12,341,282,20,199,147,339,898,507,87,78,10638,249.49,LOW,green
Odisha,Rourkela,24078,295,0,295,40,156,388,775,78,0,482,357,7,178,399,1715,3204,1176,49,136,18312,398.87,MEDIUM,orange
Odisha,Sambalpur,24078,326,0,326,31,143,312,800,91,0,513,668,1,190,844,2349,3603,1927,110,179,26185,468.8499999999999,MEDIUM,orange
Odisha,Sonepur,24078,127,0,127,23,45,111,518,25,5,137,229,2,66,95,706,553,325,54,20,5797,133.02,LOW,green
Odisha,Srp(Cuttack),24078,8,0,8,1,19,10,73,7,0,34,29,1,37,133,328,4113,98,2,12,6016,186.71,LOW,green
Odisha,Srp(Rourkela),24078,15,0,15,3,20,13,65,3,0,73,28,1,24,110,49,1961,156,0,14,3893,102.48,LOW,green
Odisha,Sundargarh,24078,356,0,356,45,172,168,732,81,0,793,560,14,220,452,5868,1994,884,104,117,18386,409.84000000000003,MEDIUM,orange
Puducherry,Karaikal,14063,12,0,12,1,15,6,108,25,0,26,30,5,18,6,1364,473,119,25,0,5291,51.27,LOW,green
Puducherry,Pondicherry,14028,41,0,41,21,51,59,365,197,0,185,204,29,76,37,6078,3887,656,112,9,30420,307.7,MEDIUM,orange
Puducherry,Puducherry,10050,24,0,24,4,55,40,140,62,0,146,109,44,75,46,3252,3006,289,53,29,18405,204.46,LOW,green
Punjab,Amritsar,20056,135,0,135,53,277,641,129,23,0,470,442,50,349,113,1906,2525,1090,33,16,15878,339.36,MEDIUM,orange
Punjab,Amritsar Rural,10046,68,0,68,21,110,172,45,8,0,180,188,10,146,20,741,479,275,25,5,4567,104.96000000000001,LOW,green
Punjab,Barnala,24078,141,0,141,28,60,205,98,0,0,183,267,42,95,25,1091,723,453,14,2,7376,142.62,LOW,green
Punjab,Batala,24078,218,0,218,57,147,396,111,0,0,287,333,43,189,20,1904,1122,628,28,15,10143,229.99,LOW,green
Punjab,Bhatinda,24078,302,0,302,51,276,509,264,20,0,541,601,146,384,60,2860,2877,1983,65,11,19491,436.70000000000005,MEDIUM,orange
Punjab,Cp Amritsar,6033,71,0,71,19,122,293,31,5,0,127,226,9,146,46,440,1063,358,14,5,5604,136.92000000000002,LOW,green
Punjab,Cp Jalandhar,6033,70,0,70,15,109,263,63,10,0,72,136,21,141,60,506,1425,517,21,7,5786,147.88,LOW,green
Punjab,Cp Ludhiana,6033,172,0,172,33,283,363,84,37,0,245,253,37,369,64,682,1885,628,18,11,10141,247.95000000000002,LOW,green
Punjab,Faridkot,24078,130,0,130,30,96,276,129,3,0,214,255,15,142,21,1889,1051,728,24,11,8740,183.37,LOW,green
Punjab,Fatehgarh Sahib,24078,105,0,105,37,91,192,70,20,0,192,131,30,160,40,1526,1141,613,2,4,9337,160.33,LOW,green
Punjab,Fazilka,4023,53,0,53,5,43,65,6,0,0,59,51,6,65,2,351,233,120,0,0,1802,46.89,LOW,green
Punjab,Ferozepur,8010,109,0,109,33,47,146,80,0,0,190,225,15,75,13,1738,698,426,22,4,6033,130.99,LOW,green
Punjab,Ferozpur,16068,222,0,222,54,177,331,95,27,0,409,398,35,229,24,3032,1673,950,59,8,13155,283.21000000000004,LOW,green
Punjab,G.R.P,24078,7,0,7,25,1,0,22,0,0,105,33,16,7,10,160,496,5,3,3,4482,36.0,LOW,green
Punjab,Gurdaspur,24078,225,0,225,84,208,360,136,2,0,278,279,136,264,24,1261,969,596,16,9,10725,228.66,LOW,green
Punjab,Hoshiarpur,24078,325,0,325,117,222,711,169,22,0,483,468,54,316,169,3417,1827,1235,84,52,17287,385.57,MEDIUM,orange
Punjab,Jagraon,14028,109,0,109,20,69,149,55,17,0,142,196,24,117,24,943,588,398,8,4,5444,115.78999999999999,LOW,green
Punjab,Jalandhar,20056,365,0,365,112,594,1023,321,7,0,639,912,120,793,155,4711,4527,2565,113,30,30397,672.1800000000001,MEDIUM,orange
Punjab,Jalandhar Rural,4022,68,0,68,7,59,115,58,7,0,95,122,10,71,64,578,418,305,26,22,3443,81.4,LOW,green
Punjab,Kapurthala,24078,190,0,190,45,174,410,153,0,0,308,422,44,254,132,2251,1738,977,32,27,13459,276.78000000000003,LOW,green
Punjab,Khanna,24078,111,0,111,42,92,254,57,0,0,227,250,37,155,56,1397,1173,685,7,20,9915,175.66,LOW,green
Punjab,Ludhiana,20056,398,0,398,90,576,1105,386,427,0,603,676,92,865,132,2516,5320,2212,61,25,33313,685.48,MEDIUM,orange
Punjab,Ludhiana Rural,8039,49,0,49,12,59,115,16,8,0,85,98,16,90,11,445,458,231,0,1,3445,71.39,LOW,green
Punjab,Majitha,12021,66,0,66,32,70,125,50,3,0,216,159,33,91,17,869,318,178,14,2,4151,89.29,LOW,green
Punjab,Mansa,24078,171,0,171,47,72,178,73,2,0,319,345,80,114,17,1817,628,533,22,10,7787,168.47000000000003,LOW,green
Punjab,Moga,24078,152,0,152,47,144,261,151,9,0,362,444,68,235,65,2699,1514,991,30,23,12371,252.51,LOW,green
Punjab,Muktsar,24078,149,0,149,41,119,229,88,3,0,274,339,41,178,32,1699,1082,734,19,10,8306,194.17000000000002,LOW,green
Punjab,Nawan Shahr,14028,82,0,82,22,61,146,53,4,0,129,147,9,89,63,1394,614,399,14,10,5181,110.78999999999999,LOW,green
Punjab,Pathankot,4023,23,0,23,12,23,46,4,0,0,23,15,4,28,4,82,93,55,1,1,1013,22.2,LOW,green
Punjab,Patiala,24078,322,0,322,119,366,1403,422,25,0,594,587,108,470,75,4469,4201,2437,41,22,36285,625.35,MEDIUM,orange
Punjab,Ropar,24078,136,0,136,44,122,302,155,29,0,249,153,26,206,28,1329,1576,858,35,5,13042,213.64000000000001,LOW,green
Punjab,Sangrur,24078,289,0,289,92,175,575,200,29,0,457,534,90,278,81,2582,2127,1416,48,37,18771,367.9200000000001,MEDIUM,orange
Punjab,Sas Ngr,14063,133,0,133,29,157,280,77,10,2,164,197,37,239,26,1005,2531,1137,0,13,13503,249.47000000000003,LOW,green
Punjab,Sbs Nagar,10050,72,0,72,14,36,128,27,4,0,102,79,13,55,87,815,446,333,8,7,3808,82.65,LOW,green
Punjab,Tarn Taran,24078,221,1,220,57,148,231,169,1,0,470,436,41,214,48,1815,964,572,0,28,9950,227.77,LOW,green
Rajasthan,Ajmer,24078,516,0,516,173,1112,5489,1023,8,0,538,642,60,1256,371,4138,8954,3507,190,29,77731,1362.25,HIGH,red
Rajasthan,Alwar,24078,899,0,899,482,1151,4781,1479,2,0,1019,975,38,1598,503,27728,17664,2563,348,17,101378,2070.33,HIGH,red
Rajasthan,Banswara,24078,586,0,586,75,647,1477,866,20,0,403,223,12,699,147,11890,1358,880,349,15,32173,635.7900000000001,MEDIUM,orange
Rajasthan,Baran,24078,641,0,641,76,791,2610,1864,33,0,403,952,25,810,142,4302,3655,1368,224,8,39385,865.3,HIGH,red
Rajasthan,Barmer,24078,244,0,244,169,277,1390,914,0,0,256,307,16,329,70,7119,2655,1197,250,1,33777,519.55,MEDIUM,orange
Rajasthan,Bharatpur,24078,751,0,751,331,1213,4103,618,1,0,983,1001,27,1646,377,8099,11888,1002,407,61,91034,1453.94,HIGH,red
Rajasthan,Bhilwara,24078,554,0,554,108,1261,4770,1176,17,0,398,532,41,1506,513,1982,8828,3119,251,13,64635,1290.3999999999999,HIGH,red
Rajasthan,Bikaner,24078,466,0,466,183,346,3447,691,0,0,478,982,32,395,103,6008,4328,1601,185,8,45708,841.1800000000001,HIGH,red
Rajasthan,Bundi,24078,455,0,455,51,878,2819,1456,13,0,273,830,44,1057,177,9853,3382,1424,190,15,41281,869.9300000000001,HIGH,red
Rajasthan,Chittorgarh,24078,738,0,738,78,1389,5473,1264,22,0,512,506,34,1709,385,19974,6881,2857,438,23,67568,1510.04,HIGH,red
Rajasthan,Churu,24078,360,0,360,133,222,2840,418,4,0,339,424,14,388,53,7861,2357,1155,164,10,33949,630.8,MEDIUM,orange
Rajasthan,Dausa,24078,185,0,185,141,508,1363,273,0,0,355,262,20,758,151,1099,7905,1071,181,11,51097,659.8800000000001,MEDIUM,orange
Rajasthan,Dholpur,24078,311,0,311,262,516,1653,325,0,0,529,862,16,691,224,15705,4222,677,133,33,40283,748.0,MEDIUM,orange
Rajasthan,Dungarpur,24078,259,0,259,66,532,935,643,2,0,298,164,9,565,136,1858,802,607,247,7,22460,349.02000000000004,MEDIUM,orange
Rajasthan,G.R.P.,18045,11,0,11,9,19,1,131,7,0,44,38,6,40,61,36,4615,20,4,15,8236,205.19,LOW,green
Rajasthan,G.R.P. Ajmer,2010,0,0,0,3,0,0,1,0,0,6,3,0,1,5,0,386,2,0,1,617,16.54,LOW,green
Rajasthan,G.R.P. Jodhpur,2010,2,0,2,0,0,0,1,2,0,2,1,0,0,2,1,91,0,0,0,149,4.4,LOW,green
Rajasthan,G.R.P.Ajmer,4023,6,0,6,1,11,0,22,0,0,10,8,0,14,7,9,1111,1,0,1,1453,49.83,LOW,green
Rajasthan,G.R.P.Jodhpur,4023,1,0,1,1,1,0,9,0,0,6,1,0,3,1,1,168,1,1,0,286,8.209999999999999,LOW,green
Rajasthan,Ganganagar,24078,791,0,791,192,685,6060,844,16,0,691,1066,11,792,143,12004,4605,2379,110,4,62875,1289.86,HIGH,red
Rajasthan,Hanumangarh,24078,592,0,592,184,363,3529,888,3,1,611,971,11,469,114,5339,3092,1286,123,8,43586,830.51,HIGH,red
Rajasthan,Jaipur,10015,338,0,338,172,956,2526,1006,9,0,439,531,39,1167,320,7996,17441,4822,264,26,99527,1472.88,HIGH,red
Rajasthan,Jaipur East,14063,193,0,193,60,402,1338,310,4,0,137,188,15,468,641,271,16231,2448,45,20,44533,986.7400000000001,HIGH,red
Rajasthan,Jaipur North,14063,171,0,171,67,424,1410,228,0,0,121,187,3,443,208,2430,5339,819,21,10,25178,511.91999999999996,MEDIUM,orange
Rajasthan,Jaipur Rural,14063,260,0,260,103,541,1581,573,15,0,415,219,21,672,166,4001,6379,1525,178,35,53815,688.56,MEDIUM,orange
Rajasthan,Jaipur South,14063,120,0,120,50,317,1342,169,0,0,122,137,10,387,368,1832,9535,1829,30,7,35748,671.11,MEDIUM,orange
Rajasthan,Jaipur West,4023,61,0,61,10,132,465,43,0,0,53,39,2,157,88,467,2075,582,14,1,10279,185.43,LOW,green
Rajasthan,Jaisalmer,24078,45,0,45,68,67,245,202,0,1,81,31,2,113,40,1420,1546,646,81,2,11431,163.01999999999998,LOW,green
Rajasthan,Jalore,24078,134,0,134,121,308,1239,589,0,0,269,240,9,398,74,542,1933,968,251,7,29059,363.65,MEDIUM,orange
